Date,Open,High,Low,Close,Adj Close,Volume
2000-02-10,508.843109,515.333374,501.054626,502.352814,102.008476,7858063672
2000-02-11,512.737305,525.717896,503.650696,517.929443,105.171471,21876600751
2000-02-14,519.227600,529.612183,516.631531,519.227600,105.435097,10133751802
2000-02-15,519.227600,523.121826,507.544952,516.631531,104.907913,5626966182
2000-02-16,517.929443,521.823669,512.737305,512.737305,104.117149,4495879272
2000-02-17,512.737305,515.333374,507.544952,507.544952,103.062805,6122817113
2000-02-18,511.439178,515.333374,503.650696,503.650696,102.272018,5666427713
2000-02-21,493.266144,494.564331,480.285583,482.881622,98.054611,5685367646
2000-02-22,480.285583,490.670105,480.285583,485.477966,98.581825,5755651015
2000-02-23,486.775879,490.670105,482.881622,484.179810,98.318230,3003363066
2000-02-24,493.266144,494.564331,486.775879,486.775879,98.845390,4451457103
2000-02-25,490.670105,491.968262,486.775879,488.074036,99.109001,2730932311
2000-02-28,488.074036,488.074036,488.074036,488.074036,99.109001,0
2000-02-29,493.266144,498.458557,488.074036,497.160400,100.954063,4308339089
2000-03-01,499.756744,506.247040,499.756744,501.054626,101.744850,3888726751
2000-03-02,504.948883,506.247040,493.266144,493.266144,100.163300,2067103093
2000-03-03,493.266144,497.160400,490.670105,493.266144,100.163300,1740583783
2000-03-06,486.775879,488.074036,482.881622,485.477966,98.581825,2147805229
2000-03-07,484.179810,486.775879,480.285583,480.285583,97.527458,2618338037
2000-03-08,481.583740,489.371918,481.583740,486.775879,98.845390,2914756970
2000-03-09,488.074036,498.458557,488.074036,493.266144,100.163300,6208629333
2000-03-10,497.160400,497.160400,482.881622,484.179810,98.318230,4676112483
2000-03-13,450.429901,475.093231,450.429901,450.429901,91.464920,10353986054
2000-03-14,450.429901,459.516510,437.449310,451.728088,91.728546,7348903374
2000-03-15,451.728088,454.324158,436.151154,441.343567,89.619843,4887326096
2000-03-16,421.872406,460.814453,421.872406,460.814453,93.573631,7218733600
2000-03-17,455.622284,460.814453,447.833862,451.728088,91.728546,7514255860
2000-03-20,436.151154,436.151154,436.151154,436.151154,88.565453,587885155
2000-03-21,421.872406,464.708679,421.872406,463.410767,94.100815,8060325620
2000-03-22,463.410767,476.391327,454.324158,463.410767,94.100815,6491927192
2000-03-23,472.497101,485.477966,472.497101,481.583740,97.791069,9493839805
2000-03-24,473.795288,486.775879,473.795288,476.391327,96.736664,5557986200
2000-03-27,484.179810,504.948883,480.285583,498.458557,101.217682,7322159374
2000-03-28,498.458557,498.458557,485.477966,486.775879,98.845390,4794191445
2000-03-29,480.285583,485.477966,478.987396,480.285583,97.527458,3391418231
2000-03-30,480.285583,498.458557,480.285583,493.266144,100.163300,6905664778
2000-03-31,493.266144,504.948883,491.968262,494.564331,100.426926,10789710358
2000-04-03,494.564331,494.564331,494.564331,494.564331,100.426926,0
2000-04-04,494.564331,494.564331,494.564331,494.564331,100.426926,0
2000-04-05,508.843109,537.400635,507.544952,532.208252,108.070930,18663875292
2000-04-06,538.698792,552.977478,514.035461,514.035461,104.380753,20963006144
2000-04-07,517.929443,527.016113,508.843109,508.843109,103.326393,10645519666
2000-04-10,512.737305,525.717896,511.439178,512.737305,104.117149,7360933535
2000-04-11,511.439178,521.823669,508.843109,510.141266,103.589966,7146610506
2000-04-12,515.333374,515.333374,493.266144,494.564331,100.426926,6267929055
2000-04-13,481.583740,486.775879,480.285583,484.179810,98.318230,8499562883
2000-04-14,480.285583,481.583740,464.708679,467.304993,94.891602,6370594521
2000-04-17,441.343567,462.112579,441.343567,460.814453,93.573631,4874933222
2000-04-18,477.689514,484.179810,466.006805,467.304993,94.891602,7570467967
2000-04-19,473.795288,475.093231,443.939606,445.237793,90.410606,8965454557
2000-04-20,441.343567,451.728088,434.853271,441.343567,89.619843,7868217242
2000-04-21,441.343567,445.237793,434.853271,441.343567,89.619843,3372650735
2000-04-24,441.343567,446.535675,434.853271,443.939606,90.146988,2861154806
2000-04-25,441.343567,451.728088,441.343567,446.535675,90.674141,4822373609
2000-04-26,451.728088,451.728088,421.872406,428.362701,86.983925,3992271448
2000-04-27,436.151154,438.747223,423.170563,428.362701,86.983925,2955843373
2000-04-28,441.343567,445.237793,430.959045,440.045380,89.356216,4502540496
2000-05-01,440.045380,440.045380,440.045380,440.045380,89.356216,0
2000-05-02,437.449310,437.449310,427.064789,427.064789,86.720375,2751779358
2000-05-03,423.170563,427.064789,412.786041,412.786041,83.820923,3795229388
2000-05-04,408.891815,417.978180,395.911194,399.805176,81.184990,4984604389
2000-05-05,395.911194,401.102844,390.718811,401.102844,81.448494,6015959246
2000-05-08,397.209106,402.401520,397.209106,401.102844,81.448494,2543007613
2000-05-09,401.102844,401.102844,401.102844,401.102844,81.448494,0
2000-05-10,390.718811,399.805176,381.632446,384.228516,78.021973,6403575985
2000-05-11,359.565216,369.949768,358.267090,358.267090,72.750221,9251865004
2000-05-12,363.459473,366.055511,347.882568,360.863159,73.277367,8490734105
2000-05-15,363.459473,363.459473,350.478638,350.478638,71.168678,3245867071
2000-05-16,350.478638,366.055511,345.286469,362.161285,73.540970,6774347802
2000-05-17,371.247711,386.824585,367.353699,382.930359,77.758385,9307085301
2000-05-18,375.141876,377.738220,369.949768,371.247711,75.386086,5732693100
2000-05-19,366.055511,369.949768,366.055511,367.353699,74.595345,3011228575
2000-05-22,371.247711,379.036102,366.055511,373.843994,75.913277,5931117035
2000-05-23,373.843994,373.843994,362.161285,363.459473,73.804604,3164337633
2000-05-24,350.478638,359.565216,350.478638,354.372864,71.959442,3516619439
2000-05-25,363.459473,363.459473,354.372864,355.670990,72.223045,2608042156
2000-05-26,356.968903,368.651581,355.670990,366.055511,74.331757,3280929275
2000-05-29,367.353699,375.141876,367.353699,368.651581,74.858902,2892084071
2000-05-30,368.651581,368.651581,368.651581,368.651581,74.858902,0
2000-05-31,395.911194,404.997589,390.718811,403.699402,81.975754,8926157932
2000-06-01,402.401520,402.401520,395.911194,398.507263,80.921432,3379676654
2000-06-02,410.189972,417.978180,404.997589,408.891815,83.030144,6945770866
2000-06-05,403.699402,407.593628,395.911194,399.805176,81.184990,2717882986
2000-06-06,399.805176,399.805176,399.805176,399.805176,81.184990,0
2000-06-07,399.805176,427.064789,399.805176,427.064789,86.720375,7544457321
2000-06-08,428.362701,428.362701,415.382111,417.978180,84.875237,5234131934
2000-06-09,421.872406,421.872406,410.189972,414.083954,84.084457,4425804413
2000-06-12,420.574493,424.468475,412.786041,423.170563,85.929596,14167967478
2000-06-13,432.516754,446.639618,430.751190,441.343567,90.920654,16406722363
2000-06-14,448.404968,451.935699,439.578217,441.343567,90.920654,7184993016
2000-06-15,441.343567,443.108917,434.282104,434.282104,89.465919,2857168933
2000-06-16,434.282104,443.108917,432.516754,437.812805,90.193275,2864297918
2000-06-19,451.935699,467.824188,441.343567,466.058777,96.012215,4893580606
2000-06-20,469.589539,473.120239,453.701050,455.466370,93.830063,5560812186
2000-06-21,451.935699,453.701050,443.108917,443.108917,91.284332,3613035547
2000-06-22,446.639618,460.762726,444.874268,455.466370,93.830063,4437788988
2000-06-23,450.170319,453.701050,443.108917,446.639618,92.011703,2800372918
2000-06-26,446.639618,451.935699,444.874268,451.935699,93.102722,2645639384
2000-06-27,455.466370,457.231720,444.874268,444.874268,91.648003,3176177123
2000-06-28,444.874268,455.466370,441.343567,451.935699,93.102722,4489216858
2000-06-29,457.231720,458.997375,444.874268,444.874268,91.648003,3882783023
2000-06-30,444.874268,450.170319,439.578217,448.404968,92.375381,4389610466
2000-07-03,448.404968,448.404968,432.516754,437.812805,90.193275,3101377488
2000-07-04,437.812805,437.812805,416.628296,416.628296,85.829102,3634339652
2000-07-05,416.628296,443.108917,404.270569,434.282104,89.465919,5337878402
2000-07-06,423.689728,432.516754,420.158997,423.689728,87.283806,1959553496
2000-07-07,427.220428,432.516754,420.158997,423.689728,87.283806,2707710388
2000-07-10,425.455078,430.751190,409.566833,421.924377,86.920120,2452955424
2000-07-11,421.924377,428.985779,418.393646,427.220428,88.011177,1470074016
2000-07-12,427.220428,430.751190,420.158997,425.455078,87.647491,1475018797
2000-07-13,430.751190,443.108917,428.985779,436.047455,89.829613,4072231906
2000-07-14,439.578217,455.466370,439.578217,451.935699,93.102722,6694026217
2000-07-17,450.170319,453.701050,443.108917,444.874268,91.648003,2275438394
2000-07-18,444.874268,444.874268,432.516754,432.516754,89.102264,1807626127
2000-07-19,444.874268,444.874268,432.516754,432.516754,89.102264,1807626127
2000-07-20,432.516754,437.812805,428.985779,430.751190,88.738541,1436070217
2000-07-21,432.516754,437.812805,423.689728,430.751190,88.738541,2724223121
2000-07-24,425.455078,428.985779,420.158997,423.689728,87.283806,2355059528
2000-07-25,420.158997,430.751190,418.393646,423.689728,87.283806,3060393754
2000-07-26,423.689728,434.282104,423.689728,427.220428,88.011177,3621150000
2000-07-27,423.689728,441.343567,418.393646,439.578217,90.556984,5803081913
2000-07-28,434.282104,443.108917,434.282104,437.812805,90.193275,3075724005
2000-07-31,428.985779,436.047455,427.220428,428.985779,88.374855,1635347220
2000-08-01,430.751190,434.282104,423.689728,428.985779,88.374855,1340904377
2000-08-02,428.985779,432.516754,420.158997,420.158997,86.556450,1424595819
2000-08-03,418.393646,420.158997,407.801270,411.332184,84.738037,2703614711
2000-08-04,409.566833,414.862976,391.913055,391.913055,80.737526,6517117672
2000-08-07,356.605621,358.371033,349.544006,353.074677,72.736488,4631313331
2000-08-08,353.074677,358.371033,349.544006,354.840027,73.100159,4376856069
2000-08-09,358.371033,368.963165,353.074677,363.667084,74.918625,5250323181
2000-08-10,367.197784,376.024597,361.901733,365.432434,75.282310,3966676236
2000-08-11,365.432434,368.963165,356.605621,358.371033,73.827576,3198461146
2000-08-14,353.074677,356.605621,344.247894,344.247894,70.918098,2808130605
2000-08-15,347.778595,349.544006,342.482544,344.247894,70.918098,4007452649
2000-08-16,344.247894,351.309357,344.247894,349.544006,72.009140,2824487946
2000-08-17,353.074677,361.901733,351.309357,360.136353,74.191261,5122992474
2000-08-18,361.901733,368.963165,360.136353,361.901733,74.554939,5055293679
2000-08-21,365.432434,374.259186,365.432434,368.963165,76.009659,4385473165
2000-08-22,368.963165,368.963165,358.371033,358.371033,73.827576,2187850271
2000-08-23,358.371033,358.371033,358.371033,358.371033,73.827576,0
2000-08-24,358.371033,363.667084,356.605621,356.605621,73.463898,1748637981
2000-08-25,358.371033,360.136353,351.309357,351.309357,72.372810,1695671258
2000-08-28,349.544006,351.309357,346.013245,347.778595,71.645447,1637859648
2000-08-29,347.778595,356.605621,344.247894,356.605621,73.463898,2376985199
2000-08-30,351.309357,353.074677,342.482544,342.482544,70.554413,3313670121
2000-08-31,340.717194,346.013245,337.186462,337.186462,69.463379,3552170413
2000-09-01,342.482544,346.013245,337.186462,340.717194,70.190758,3461597345
2000-09-04,353.074677,354.840027,340.717194,344.247894,70.918098,2883241815
2000-09-05,347.778595,353.074677,344.247894,344.247894,70.918098,3132515659
2000-09-06,344.247894,344.247894,338.951843,338.951843,69.827057,2711866716
2000-09-07,335.421112,335.421112,317.767303,317.767303,65.462868,4642465055
2000-09-08,317.767303,321.298004,303.644440,303.644440,62.553429,4976400349
2000-09-11,300.113464,303.644440,296.582764,303.644440,62.553429,2348766169
2000-09-12,303.644440,303.644440,303.644440,303.644440,62.553429,0
2000-09-13,301.878815,310.705872,293.052032,305.409790,62.917103,3549168026
2000-09-14,305.409790,312.471222,300.113464,300.113464,61.826027,3940285039
2000-09-15,305.409790,312.471222,301.878815,307.175140,63.280792,3633907172
2000-09-18,310.705872,314.236572,305.409790,307.175140,63.280792,2320187995
2000-09-19,307.175140,316.001923,307.175140,314.236572,64.735497,4219928025
2000-09-20,321.298004,331.890411,321.298004,330.125061,68.008659,8093899713
2000-09-21,326.594086,331.890411,324.828705,328.359436,67.644928,3929989159
2000-09-22,312.471222,321.298004,307.175140,308.940521,63.644470,4671218045
2000-09-25,310.705872,321.298004,310.705872,317.767303,65.462868,3670399613
2000-09-26,316.001923,323.063385,305.409790,319.532654,65.826530,4123697832
2000-09-27,314.236572,319.532654,312.471222,312.471222,64.371826,1748244745
2000-09-28,312.471222,321.298004,305.409790,307.175140,63.280792,2948417479
2000-09-29,308.940521,308.940521,293.052032,293.052032,60.371300,2942698118
2000-10-02,273.632874,277.163818,255.979294,257.744659,53.097664,3491611306
2000-10-03,255.979294,275.398468,254.213928,271.867493,56.007095,6659858306
2000-10-04,263.040710,263.040710,263.040710,263.040710,54.188690,747340690
2000-10-05,254.213928,277.163818,254.213928,273.632874,56.370785,10726225766
2000-10-06,273.632874,289.521332,273.632874,287.755981,59.280247,5493465004
2000-10-09,282.459900,282.459900,273.632874,273.632874,56.370785,2103803252
2000-10-10,273.632874,273.632874,273.632874,273.632874,56.370785,0
2000-10-11,264.806091,270.102142,264.806091,264.806091,54.552380,2114710392
2000-10-12,255.979294,261.275360,246.269684,255.979294,52.733978,4987776042
2000-10-13,238.325500,273.632874,238.325500,273.632874,56.370785,8036608585
2000-10-16,273.632874,273.632874,273.632874,273.632874,56.370785,0
2000-10-17,253.331253,277.163818,253.331253,271.867493,56.007095,7072314308
2000-10-18,270.102142,277.163818,257.744659,257.744659,53.097664,4916177395
2000-10-19,254.213928,257.744659,240.090851,240.090851,49.460819,4806349250
2000-10-20,256.861969,256.861969,256.861969,256.861969,52.915833,2219005488
2000-10-23,280.694550,287.755981,268.336792,285.990601,58.916561,7919568606
2000-10-24,285.990601,303.644440,282.459900,296.582764,61.098663,8538275997
2000-10-25,294.817413,303.644440,291.286682,301.878815,62.189697,7091228475
2000-10-26,293.052032,300.113464,293.052032,293.052032,60.371300,3947838972
2000-10-27,293.052032,293.052032,293.052032,293.052032,60.371300,0
2000-10-30,284.225250,284.225250,284.225250,284.225250,58.552910,272472774
2000-10-31,275.398468,291.286682,275.398468,284.225250,58.552910,9408051766
2000-11-01,287.755981,291.286682,277.163818,282.459900,58.189224,4376814049
2000-11-02,291.286682,296.582764,284.225250,294.817413,60.734970,7144769591
2000-11-03,301.878815,305.409790,294.817413,296.582764,61.098663,5636139042
2000-11-06,301.878815,301.878815,293.052032,296.582764,61.098663,3665512311
2000-11-07,303.644440,314.236572,298.348114,312.471222,64.371826,6118760283
2000-11-08,317.767303,323.063385,307.175140,312.471222,64.371826,7412288070
2000-11-09,314.236572,316.001923,307.175140,314.236572,64.735497,4793807326
2000-11-10,314.236572,316.001923,308.940521,310.705872,64.008148,2302230358
2000-11-13,293.052032,301.878815,293.052032,301.878815,62.189697,3906334756
2000-11-14,303.644440,305.409790,293.052032,300.113464,61.826027,4882000763
2000-11-15,312.471222,312.471222,296.582764,296.582764,61.098663,4626133084
2000-11-16,282.459900,291.286682,277.163818,277.163818,57.098194,3898554078
2000-11-17,264.806091,270.102142,259.510010,263.040710,54.188690,2968887940
2000-11-20,255.979294,255.979294,244.504288,244.504288,50.370037,2967643222
2000-11-21,239.208176,261.275360,239.208176,259.510010,53.461349,5447232048
2000-11-22,259.510010,264.806091,250.683121,252.448578,52.006622,5396196620
2000-11-23,245.386978,250.683121,244.504288,248.035065,51.097401,2646910265
2000-11-24,250.683121,263.040710,250.683121,261.275360,53.825016,4752520341
2000-11-27,264.806091,266.571442,257.744659,258.627319,53.279503,2151152094
2000-11-28,255.979294,257.744659,252.448578,252.448578,52.006622,1527924077
2000-11-29,245.386978,251.565796,245.386978,245.386978,50.551880,2270618084
2000-11-30,247.152359,250.683121,241.856232,246.269684,50.733719,2676573803
2000-12-01,243.621613,250.683121,243.621613,248.035065,51.097401,3399704724
2000-12-04,243.621613,243.621613,238.325500,238.325500,49.097153,1337393400
2000-12-05,238.325500,240.090851,231.263992,232.146667,47.824253,2787410011
2000-12-06,238.325500,238.325500,225.967865,229.498627,47.278732,5562922657
2000-12-07,222.437134,225.967865,221.554428,221.554428,45.642155,3679093613
2000-12-08,217.141006,218.023682,214.492950,214.492950,44.187439,4608066039
2000-12-11,215.375626,222.437134,214.492950,219.789063,45.278481,5101935331
2000-12-12,221.554428,226.850555,221.554428,222.437134,45.824001,4738290517
2000-12-13,222.437134,222.437134,215.375626,219.789063,45.278481,2360300822
2000-12-14,217.141006,218.023682,213.610245,215.375626,44.369278,1444176742
2000-12-15,212.727570,216.258331,208.314117,211.844894,43.641907,2811949194
2000-12-18,211.844894,212.727570,205.666061,206.548767,42.550869,1972386382
2000-12-19,203.018021,203.900681,199.487259,199.487259,41.096142,2601208891
2000-12-20,193.308456,195.956528,193.308456,193.308456,39.823238,2737357673
2000-12-21,187.129639,187.129639,187.129639,187.129639,38.550358,999125376
2000-12-22,182.716217,190.660370,180.950836,182.716217,37.641155,3545574993
2000-12-25,182.716217,182.716217,182.716217,182.716217,37.641155,0
2000-12-26,185.364273,187.129639,176.537399,176.537399,36.368259,2874013062
2000-12-27,172.123978,172.123978,170.358597,170.358597,35.095379,3066865496
2000-12-28,170.358597,181.833511,166.827850,181.833511,37.459305,7130489423
2000-12-29,180.068161,180.068161,175.654709,175.654709,36.186409,3098307712
2001-01-01,175.654709,175.654709,175.654709,175.654709,36.186409,0
2001-01-02,167.710526,181.833511,167.710526,180.068161,37.095623,3556753276
2001-01-03,176.537399,185.364273,174.772034,180.068161,37.095623,4495046024
2001-01-04,192.425751,192.425751,187.129639,192.425751,39.641396,6379322612
2001-01-05,197.721909,205.666061,195.956528,205.666061,42.369011,11278765682
2001-01-08,203.018021,217.141006,201.252640,206.548767,42.550869,11460092581
2001-01-09,211.844894,220.671753,210.079498,220.671753,45.460323,7859728581
2001-01-10,224.202515,235.677414,221.554428,235.677414,48.551624,10759561222
2001-01-11,236.560120,240.090851,219.789063,228.615936,47.096893,8315954266
2001-01-12,228.615936,228.615936,217.141006,224.202515,46.187695,5147757213
2001-01-15,222.437134,224.202515,215.375626,222.437134,45.824001,2532016435
2001-01-16,222.437134,237.442810,222.437134,237.442810,48.915314,7345803470
2001-01-17,237.442810,252.448578,237.442810,244.504288,50.370037,10887658580
2001-01-18,247.152359,250.683121,239.208176,244.504288,50.370037,10065096477
2001-01-19,244.504288,244.504288,244.504288,244.504288,50.370037,0
2001-01-22,244.504288,244.504288,244.504288,244.504288,50.370037,0
2001-01-23,244.504288,244.504288,244.504288,244.504288,50.370037,0
2001-01-24,244.504288,244.504288,244.504288,244.504288,50.370037,0
2001-01-25,244.504288,244.504288,244.504288,244.504288,50.370037,0
2001-01-26,244.504288,244.504288,244.504288,244.504288,50.370037,0
2001-01-29,244.504288,247.152359,231.263992,231.263992,47.642426,3850175767
2001-01-30,233.029373,247.152359,231.263992,247.152359,50.915565,5861041383
2001-01-31,252.448578,263.040710,248.917709,255.096619,52.552143,10099321470
2001-02-01,255.979294,261.275360,254.213928,257.744659,53.097664,5371976545
2001-02-02,261.275360,275.398468,261.275360,271.867493,56.007095,7240069021
2001-02-05,264.806091,268.336792,257.744659,266.571442,54.916065,4722478235
2001-02-06,257.744659,266.571442,248.035065,248.917709,51.279243,4826478007
2001-02-07,245.386978,250.683121,243.621613,248.917709,51.279243,2868384082
2001-02-08,248.917709,257.744659,248.035065,252.448578,52.006622,6783038630
2001-02-09,252.448578,252.448578,243.621613,247.152359,50.915565,3676171300
2001-02-12,243.621613,263.923401,243.621613,263.923401,54.370552,8868608347
2001-02-13,271.867493,280.694550,271.867493,280.694550,57.825542,7773899316
2001-02-14,285.990601,291.286682,271.867493,284.225250,58.552910,11948301180
2001-02-15,291.286682,301.878815,285.990601,294.817413,60.734970,8770311287
2001-02-16,300.113464,307.175140,291.286682,301.878815,62.189697,10081246101
2001-02-19,287.755981,300.113464,285.990601,287.755981,59.280247,5210406575
2001-02-20,289.521332,298.348114,289.521332,296.582764,61.098663,6033373012
2001-02-21,291.286682,294.817413,282.459900,289.521332,59.643936,4468226708
2001-02-22,280.694550,282.459900,271.867493,273.632874,56.370785,5187322999
2001-02-23,273.632874,277.163818,261.275360,263.040710,54.188690,4515527981
2001-02-26,261.275360,261.275360,252.448578,256.861969,52.915833,4952400279
2001-02-27,261.275360,264.806091,252.448578,253.331253,52.188461,4843418463
2001-02-28,253.331253,253.331253,253.331253,253.331253,52.188461,0
2001-03-01,244.504288,246.269684,235.677414,246.269684,50.733719,6852117318
2001-03-02,248.035065,251.565796,241.856232,243.621613,50.188202,5777671031
2001-03-05,245.386978,260.392670,244.504288,259.510010,53.461349,6645481415
2001-03-06,264.806091,270.102142,259.510010,259.510010,53.461349,7053230479
2001-03-07,266.571442,277.163818,266.571442,277.163818,57.098194,7480160095
2001-03-08,280.694550,285.990601,275.398468,278.929199,57.461868,6805022573
2001-03-09,270.102142,275.398468,268.336792,273.632874,56.370785,3515211004
2001-03-12,259.510010,270.102142,259.510010,268.336792,55.279743,3573222403
2001-03-13,266.571442,282.459900,264.806091,277.163818,57.098194,9164024370
2001-03-14,277.163818,277.163818,277.163818,277.163818,57.098194,0
2001-03-15,291.286682,310.705872,291.286682,310.705872,64.008148,16789145773
2001-03-16,314.236572,319.532654,305.409790,308.940521,63.644470,14322942028
2001-03-19,308.940521,308.940521,300.113464,300.113464,61.826027,5032931168
2001-03-20,300.113464,307.175140,296.582764,303.644440,62.553429,9150865241
2001-03-21,296.582764,305.409790,291.286682,291.286682,60.007614,6086319518
2001-03-22,293.052032,301.878815,293.052032,301.878815,62.189697,5430913158
2001-03-23,308.940521,308.940521,300.113464,300.113464,61.826027,4917506548
2001-03-26,300.113464,307.175140,298.348114,307.175140,63.280792,4144616232
2001-03-27,308.940521,317.767303,305.409790,312.471222,64.371826,10270123761
2001-03-28,312.471222,314.236572,300.113464,300.113464,61.826027,5484609666
2001-03-29,300.113464,305.409790,298.348114,301.878815,62.189697,4369138419
2001-03-30,301.878815,305.409790,298.348114,300.113464,61.826027,3933981771
2001-04-02,300.113464,300.113464,289.521332,289.521332,59.643936,5125937779
2001-04-03,282.459900,284.225250,273.632874,275.398468,56.734509,5685656627
2001-04-04,264.806091,270.102142,264.806091,270.102142,55.643417,4710926934
2001-04-05,270.102142,270.102142,270.102142,270.102142,55.643417,0
2001-04-06,278.929199,282.459900,277.163818,278.929199,57.461868,4373421598
2001-04-09,277.163818,277.163818,266.571442,268.336792,55.279743,3071197829
2001-04-10,270.102142,277.163818,263.040710,263.923401,54.370552,8998053489
2001-04-11,266.571442,268.336792,261.275360,263.923401,54.370552,8592575837
2001-04-12,266.571442,271.867493,262.158051,270.102142,55.643417,7331120553
2001-04-13,273.632874,273.632874,264.806091,264.806091,54.552380,5401801420
2001-04-16,264.806091,266.571442,261.275360,266.571442,54.916065,2769101951
2001-04-17,266.571442,268.336792,263.923401,264.806091,54.552380,2559718153
2001-04-18,270.102142,282.459900,268.336792,282.459900,58.189224,11208208396
2001-04-19,296.582764,296.582764,289.521332,289.521332,59.643936,13048306209
2001-04-20,291.286682,291.286682,284.225250,284.225250,58.552910,5494211835
2001-04-23,284.225250,285.990601,278.929199,282.459900,58.189224,3469532622
2001-04-24,282.459900,291.286682,278.929199,282.459900,58.189224,7552019975
2001-04-25,280.694550,282.459900,266.571442,270.102142,55.643417,6713886211
2001-04-26,280.694550,282.459900,266.571442,270.102142,55.643417,6713886211
2001-04-27,264.806091,264.806091,261.275360,261.275360,53.825016,3668953521
2001-04-30,261.275360,268.336792,259.510010,263.923401,54.370552,4971597481
2001-05-01,263.923401,263.923401,263.923401,263.923401,54.370552,0
2001-05-02,270.102142,273.632874,261.275360,264.806091,54.552380,5770754521
2001-05-03,264.806091,270.102142,262.158051,266.571442,54.916065,4095261571
2001-05-04,264.806091,268.336792,248.917709,253.331253,52.188461,5308735744
2001-05-07,254.213928,258.627319,249.800415,255.096619,52.552143,4167921400
2001-05-08,255.096619,263.040710,253.331253,263.040710,54.188690,4811442287
2001-05-09,264.806091,271.867493,263.040710,266.571442,54.916065,5751274285
2001-05-10,266.571442,266.571442,261.275360,261.275360,53.825016,3306199037
2001-05-11,261.275360,270.102142,255.979294,263.040710,54.188690,5098798958
2001-05-14,261.275360,271.867493,259.510010,266.571442,54.916065,3362716378
2001-05-15,266.571442,271.867493,266.571442,266.571442,54.916065,3432780137
2001-05-16,266.571442,268.336792,261.275360,261.275360,53.825016,1909462310
2001-05-17,263.040710,268.336792,262.158051,266.571442,54.916065,3326413419
2001-05-18,270.102142,271.867493,264.806091,266.571442,54.916065,4429923082
2001-05-21,266.571442,266.571442,257.744659,263.923401,54.370552,2575168118
2001-05-22,266.571442,270.102142,263.923401,268.336792,55.279743,2817408116
2001-05-23,268.336792,284.225250,266.571442,284.225250,58.552910,10217675935
2001-05-24,284.225250,291.286682,282.459900,284.225250,58.552910,10061477281
2001-05-25,287.755981,298.348114,287.755981,293.052032,60.371300,13689155312
2001-05-28,293.052032,298.348114,289.521332,296.582764,61.098663,5519681781
2001-05-29,298.348114,308.940521,298.348114,300.113464,61.826027,8527983684
2001-05-30,300.113464,303.644440,296.582764,300.113464,61.826027,4391043874
2001-05-31,296.582764,300.113464,291.286682,291.286682,60.007614,4047515529
2001-06-01,291.286682,296.582764,291.286682,296.582764,61.098663,3590159292
2001-06-04,296.582764,300.113464,294.817413,300.113464,61.826027,3042798038
2001-06-05,300.113464,303.644440,298.348114,301.878815,62.189697,2407780875
2001-06-06,305.409790,312.471222,305.409790,307.175140,63.280792,6345159854
2001-06-07,307.175140,308.940521,300.113464,305.409790,62.917103,2898193893
2001-06-08,308.940521,310.705872,305.409790,308.940521,63.644470,4174539416
2001-06-11,308.940521,310.705872,305.409790,308.940521,63.644470,2445682940
2001-06-12,308.940521,317.767303,308.940521,314.236572,64.735497,5253537249
2001-06-13,312.471222,317.767303,308.940521,312.471222,64.371826,3582992648
2001-06-14,312.471222,312.471222,303.644440,308.940521,63.644470,3291390854
2001-06-15,307.175140,308.940521,305.409790,308.940521,63.644470,1407957425
2001-06-18,307.175140,308.940521,298.348114,301.878815,62.189697,1808793546
